t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-112,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4,t+5,t+6
10721,10190,9781,9580,9646,10104,11056,12147,13045,13647,14193,14535,14623,14886,14981,14983,15057,14722,14196,13788,13812,13386,12381,11320,,,,,,
11401,11426,11376,11406,11277,11184,11221,11469,11613,11461,11134,10596,9911,9290,8858,8602,8474,8467,8683,9431,10564,11173,11214,11175,,,,,,
10760,10219,9843,9790,10266,11166,11512,11811,11922,12155,12472,12847,13075,13073,12982,12660,12125,11943,12051,11546,10899,10038,9188,8668,,,,,,
9438,9250,9267,9503,10034,10853,11700,12530,13310,13901,14348,14725,14912,14981,14588,13889,13028,12300,11857,11544,10858,10085,9421,8945,,,,,,
10619,10744,10925,11058,11121,11184,11146,11141,11041,10902,11185,11126,10819,10298,9562,8906,8413,8108,7945,7893,8064,8659,9713,10242,,,,,,
10338,9695,9138,8738,8444,8247,8164,8180,8175,8405,8879,9396,9893,10407,10635,10799,10890,11188,11434,11542,11359,11077,11202,10937,,,,,,
11767,12123,12531,12742,12900,13087,13284,13322,13172,13112,13132,13357,13004,12383,11453,10621,9993,9631,9369,9252,9500,10269,11474,12198,,,,,,
10799,11207,11569,11829,12064,12324,12403,12428,12312,11994,12056,12137,11771,11203,10392,9636,9044,8715,8491,8421,8561,9176,10251,10900,,,,,,
9275,9427,9807,10683,11717,12632,13259,14024,14695,15177,15505,15623,15495,15354,15369,14990,14478,14053,13763,12837,11781,10873,10203,9625,,,,,,
9748,10077,10695,11711,12721,13676,14766,15791,16620,17047,17249,17891,18189,18002,17805,17469,16894,16490,16008,14844,13586,12627,11966,11525,,,,,,
11394,10855,10058,9390,8990,8802,8765,8823,9121,9935,11133,11727,11890,11944,11990,11983,11968,12035,12000,12019,12739,13296,13093,12911,,,,,,
10816,10809,10870,11460,11871,11744,11608,11479,11375,10975,10596,10223,10004,9801,9754,9853,10060,10354,10412,10512,10577,10585,10601,10572,,,,,,
12471,12660,12391,11699,10804,9966,9374,8985,8761,8676,8844,9553,10738,11287,11767,12123,12531,12742,12900,13087,13284,13322,13172,13112,,,,,,
9577,8892,8427,8122,7938,7862,8007,8598,9607,10207,10648,10972,11263,11379,11382,11423,11345,11211,10987,10707,10491,10659,10643,10231,,,,,,
8285,7989,7831,7809,7961,8559,9475,10031,10418,10724,11012,11096,11147,11200,11118,11032,10905,10738,10510,10829,10827,10313,9577,8892,,,,,,
16772,17401,17535,17114,16628,16378,16089,15750,15564,15224,14296,13155,12256,11743,11326,11120,11081,11568,12346,13382,14046,14311,14355,14353,,,,,,
8396,8495,8556,8744,9311,9228,8817,8353,8094,7944,7888,7954,8272,8947,9777,10396,10610,10735,10806,10791,10719,10743,10625,10492,,,,,,
10906,11197,11404,11392,11061,10971,10932,10540,9925,9306,8786,8370,8107,7928,7932,8062,8202,8294,8814,9592,10478,11352,11898,11937,,,,,,
14462,14259,13553,12464,11363,10344,9612,9175,8941,8976,9373,9867,10428,10871,11084,11271,11332,11324,11315,11207,11049,10934,10779,10608,,,,,,
15507,15623,15313,14622,13880,13228,12819,11911,10871,10049,9462,9092,8782,8727,8670,9065,9697,10357,10971,11333,11461,11462,11409,11344,,,,,,
7940,7910,8045,8327,8737,8913,9185,9370,9453,9444,9387,9226,9119,9211,9765,10334,10377,10279,10190,9960,9594,9130,8832,8631,,,,,,
9538,9564,9549,9532,9487,9419,9369,9386,9932,10420,10294,10169,9938,9656,9162,8733,8310,8076,7940,7910,8045,8327,8737,8913,,,,,,
11073,11034,11432,12035,11923,11777,11540,11068,10398,9814,9396,9207,9086,9092,9363,10034,11041,11506,11649,11583,11593,11580,11475,11437,,,,,,
10491,9816,9383,9051,8891,8785,8858,9132,9655,9794,10021,9995,9982,9886,9749,9584,9436,9512,10153,10718,10646,10578,10440,10210,,,,,,
8894,9195,10083,11127,12110,12912,13740,14382,14903,15441,15701,15805,15746,15289,14496,13572,13251,12850,12002,10968,10227,9635,9273,9044,,,,,,
9712,9013,8583,8276,8109,8050,8244,8785,9608,10313,10675,10863,10987,10994,10952,11002,10874,10766,10667,10542,10389,10405,10632,10363,,,,,,
12344,11906,11840,11856,11293,10495,9817,9355,9089,8922,9107,9480,10452,11399,12065,12789,13390,13722,14046,14313,14265,13844,13315,12921,,,,,,
10404,9505,8898,8479,8221,8103,8204,8570,9452,10422,11132,11726,12219,12626,12898,13227,13490,13690,13843,13784,13433,12911,12486,12177,,,,,,
10970,10975,11005,11215,11154,10879,10273,9593,8921,8428,8128,7958,7916,8080,8710,9768,10412,10671,10834,10976,10993,10961,10996,10878,,,,,,
12795,12865,12788,12475,12435,12330,11714,11071,10257,9516,8907,8563,8357,8296,8400,9036,10090,10632,10958,11185,11355,11429,11419,11415,,,,,,
11359,11255,11258,11167,11076,11100,11069,11067,11661,12097,11943,11757,11497,10962,10247,9554,9113,8804,8641,8621,8843,9542,10617,11035,,,,,,
14111,13858,13327,13009,12711,11891,10973,10256,9695,9403,9230,9380,9869,10614,11653,12691,13614,14495,15111,15671,16200,16604,16873,17005,,,,,,
15208,13786,12455,11472,10760,10219,9843,9790,10266,11166,11512,11811,11922,12155,12472,12847,13075,13073,12982,12660,12125,11943,12051,11546,,,,,,
10647,10043,9701,9459,9356,9344,9638,10409,11428,11718,11796,11782,11749,11719,11701,11725,11643,11668,12031,12285,12069,11824,11498,10983,,,,,,
17845,18254,18466,18413,18121,17408,16571,15831,14607,13283,12288,11413,10694,10379,10367,10788,11404,11984,12602,13105,13497,13918,14680,15609,,,,,,
10522,10928,11149,11147,11108,10995,10899,10909,11198,11394,11243,11080,10825,10563,10070,9595,9237,8985,8885,8852,8922,9110,9407,9463,,,,,,
10853,11700,12530,13310,13901,14348,14725,14912,14981,14588,13889,13028,12300,11857,11544,10858,10085,9421,8945,8604,8420,8384,8306,8469,,,,,,
10559,9682,9017,8569,8332,8181,8284,8634,9545,10551,11245,11759,12243,12613,12928,13294,13586,13794,13810,13506,13066,12738,12598,12351,,,,,,
13073,13759,14301,14651,15002,15110,15126,14848,14396,13799,13379,12284,11140,10283,9698,9253,9036,9139,9534,10545,11695,12516,12989,13257,,,,,,
17149,16705,16009,15757,15016,14142,13025,11965,11149,10541,10181,9946,10077,10760,11794,12437,13358,14463,15649,16822,17688,18373,18684,18852,,,,,,
8696,8220,7886,7650,7515,7425,7318,7331,7714,8243,8697,9081,9320,9474,9540,9644,9719,9886,9937,9748,9601,9663,9632,9127,,,,,,
8922,8934,9158,9848,10963,11653,11734,11671,11655,11557,11418,11345,11178,11098,11124,11329,11667,11550,11337,10909,10258,9626,9242,8982,,,,,,
10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,7928,8066,8129,8284,8513,8710,8819,8846,,,,,,
11178,11098,11124,11329,11667,11550,11337,10909,10258,9626,9242,8982,8830,8810,9086,9778,10884,11578,11596,11665,11653,11659,11559,11554,,,,,,
17311,18052,18687,19054,19269,19408,19354,19005,18389,17753,17205,15918,14605,13542,12736,12047,11575,11603,12012,12857,13850,14686,15479,16434,,,,,,
12044,12606,12489,12350,12140,11698,10984,10256,9757,9468,9338,9362,9644,10387,11491,11991,12028,12008,11978,11882,11820,11851,11884,11995,,,,,,
11309,11231,11161,10998,10895,10828,10828,10651,10750,10971,10578,9908,9281,8843,8632,8497,8488,8761,9456,10241,10758,10902,10903,10900,,,,,,
9512,8912,8568,8314,8243,8382,8985,9936,10387,10799,11207,11569,11829,12064,12324,12403,12428,12312,11994,12056,12137,11771,11203,10392,,,,,,
13324,12382,11696,11208,10940,11027,11584,12364,13467,14398,15174,15899,16500,16962,17277,17429,17484,17395,17043,16193,15082,14322,13733,12663,,,,,,
11421,11304,11276,11313,11985,12422,12387,12232,12086,11806,11290,10717,10315,10020,9844,9710,9784,9935,10224,10271,10454,10426,10513,10462,,,,,,
8569,8332,8181,8284,8634,9545,10551,11245,11759,12243,12613,12928,13294,13586,13794,13810,13506,13066,12738,12598,12351,11483,10543,9810,,,,,,
10117,10134,10266,10058,9779,9226,8699,8209,7901,7621,7501,7421,7567,7716,7778,8121,8614,9013,9420,9705,9919,10118,10342,10417,,,,,,
11773,11583,11436,10669,9798,9188,8776,8524,8419,8583,8917,9851,10822,11554,12049,12470,12819,13126,13550,13884,13775,13706,13625,13276,,,,,,
9417,10076,10546,10888,11298,11536,11650,11801,11763,11625,11367,11007,10711,10905,10838,10301,9557,8866,8381,8091,7888,7836,8008,8575,,,,,,
7888,7954,8272,8947,9777,10396,10610,10735,10806,10791,10719,10743,10625,10492,10346,10284,10123,10307,10693,10308,9655,9024,8620,8414,,,,,,
10839,10043,9273,8746,8405,8218,8133,8306,8937,9726,10519,10931,11239,11515,11605,11713,11813,11750,11628,11500,11291,10963,11031,11165,,,,,,
7785,7638,7613,7633,7787,7734,7946,8117,8342,8498,8565,8581,8654,8624,8712,8767,8863,8845,9038,9395,9133,8640,8135,7851,,,,,,
10993,10961,10996,10878,10842,10762,10787,11027,11057,10770,10240,9600,9023,8488,8189,8009,7969,8102,8694,9714,10237,10481,10742,10900,,,,,,
7945,7864,8092,8603,9379,10056,10425,10593,10801,10938,10967,11039,10889,10762,10560,10354,10108,9984,10243,10038,9459,8851,8303,8033,,,,,,
10935,10979,11426,12215,13405,14596,15581,16459,17122,17679,18309,18626,18506,17952,17237,16656,16227,15986,15187,14179,13141,12146,11437,11009,,,,,,
13386,13734,14114,14356,14789,15312,15536,15641,15548,15192,14382,13607,13358,12553,11478,10416,9703,9217,8907,8734,8840,9381,10123,10924,,,,,,
13971,15088,15979,16559,16986,17165,17149,16705,16009,15757,15016,14142,13025,11965,11149,10541,10181,9946,10077,10760,11794,12437,13358,14463,,,,,,
8491,8421,8561,9176,10251,10900,11236,11333,11691,11753,11775,11817,11819,11698,11673,11689,11808,11701,11361,10990,10307,9673,9106,8768,,,,,,
8738,8444,8247,8164,8180,8175,8405,8879,9396,9893,10407,10635,10799,10890,11188,11434,11542,11359,11077,11202,10937,10353,9595,9110,,,,,,
10363,10435,10529,10249,9787,9252,8643,8265,8020,7818,7770,7984,8560,9334,9966,10517,11097,11525,11933,12247,12646,12795,12865,12788,,,,,,
9330,8915,8691,8549,8526,8735,9497,10652,11127,11137,11111,11094,11067,11049,11058,10983,10852,10781,10923,11360,11252,10998,10524,9829,,,,,,
11695,12516,12989,13257,13275,13293,13302,13263,13170,13060,12776,12292,11748,11465,11186,10353,9510,8917,8495,8258,8139,8254,8582,9463,,,,,,
9958,9508,9204,9106,9111,9181,9341,10102,11083,12273,13321,14091,14260,14102,14048,14064,13756,13257,13252,12780,11971,11000,9987,9277,,,,,,
9695,9138,8738,8444,8247,8164,8180,8175,8405,8879,9396,9893,10407,10635,10799,10890,11188,11434,11542,11359,11077,11202,10937,10353,,,,,,
13443,12768,12282,11939,11463,10778,10057,9530,9165,8984,9122,9573,10500,11680,12759,13781,14845,15680,16392,17044,17404,17531,17527,17020,,,,,,
14091,14260,14102,14048,14064,13756,13257,13252,12780,11971,11000,9987,9277,8777,8487,8380,8546,9205,10158,10791,11503,12048,12604,13018,,,,,,
11259,11177,10982,10575,10043,9441,9024,8699,8555,8465,8529,8755,9177,9624,9973,10268,10370,10357,10234,10054,9879,9782,9784,10089,,,,,,
8327,8877,9834,10290,10759,11072,11358,11467,11560,11651,11609,11495,11288,10956,10811,10958,10651,10238,9536,8902,8478,8176,7952,7837,,,,,,
12011,12508,12947,13332,13742,14013,14111,13858,13327,13009,12711,11891,10973,10256,9695,9403,9230,9380,9869,10614,11653,12691,13614,14495,,,,,,
11252,10998,10524,9829,9182,8740,8492,8375,8340,8583,9265,10390,11117,11325,11450,11608,11556,11419,11429,11355,11243,11259,11456,11617,,,,,,
10198,9913,9694,9612,9693,10055,10824,12013,12536,12660,12627,12677,12664,12546,12450,12430,12465,13140,13568,13481,13267,13018,12546,11708,,,,,,
15967,16653,17233,17649,17604,17259,16790,16448,15973,14761,13511,12507,11708,11056,10726,10777,11168,12099,13403,14618,15613,16660,17533,18175,,,,,,
11983,11960,11847,11525,11091,10798,10642,10577,10587,10807,11283,11949,12326,12602,12788,12888,12869,12787,12726,12653,12708,13459,14251,14183,,,,,,
14108,13955,13530,12817,12235,11967,11228,10487,9710,9153,8712,8472,8301,8132,8244,8847,9603,10424,11161,11944,12601,13334,14119,14698,,,,,,
9221,8975,8870,8819,8991,9319,10149,11229,11705,11723,11745,11768,11747,11776,11822,11758,11764,12159,12516,12307,12103,11835,11331,10647,,,,,,
12498,12228,11875,11624,11449,10677,9796,9164,8751,8492,8356,8526,8867,9679,10516,11056,11366,11651,11762,11708,11930,12160,12371,12507,,,,,,
11914,11268,10823,10582,10685,11306,12145,12827,13270,13725,14662,15840,16936,17936,18287,18023,17857,17713,17209,16694,16341,15811,14627,13408,,,,,,
11745,11768,11747,11776,11822,11758,11764,12159,12516,12307,12103,11835,11331,10647,10043,9701,9459,9356,9344,9638,10409,11428,11718,11796,,,,,,
8175,8405,8879,9396,9893,10407,10635,10799,10890,11188,11434,11542,11359,11077,11202,10937,10353,9595,9110,8698,8501,8384,8618,9270,,,,,,
10400,10122,9543,8940,8474,8157,7980,7943,8004,8288,8475,8816,9098,9249,9296,9252,9150,9019,8880,8773,8758,8750,8752,8924,,,,,,
11300,11342,11274,11150,10982,10845,10714,10681,10985,11259,11177,10982,10575,10043,9441,9024,8699,8555,8465,8529,8755,9177,9624,9973,,,,,,
11852,11843,11899,11851,11716,11578,11474,11460,12157,12798,12710,12567,12308,11800,11013,10256,9694,9389,9229,9220,9502,10205,11264,11732,,,,,,
8526,8735,9497,10652,11127,11137,11111,11094,11067,11049,11058,10983,10852,10781,10923,11360,11252,10998,10524,9829,9182,8740,8492,8375,,,,,,
12371,11408,10689,10197,9933,9976,10296,10950,11718,12322,12660,12866,13043,13194,13391,13394,13210,13094,12731,12244,11935,11890,11778,11055,,,,,,
15941,15232,14489,14307,13670,12724,11690,10835,10197,9738,9760,9573,9697,9765,10227,11202,12146,13000,13743,14374,14814,15242,15585,15692,,,,,,
9825,9907,10024,10124,10153,10025,9786,9905,9692,9161,8696,8220,7886,7650,7515,7425,7318,7331,7714,8243,8697,9081,9320,9474,,,,,,
10081,9453,9028,8797,8686,8828,9427,10310,11081,11770,12352,12813,13013,12996,13033,12921,12659,12522,12608,12371,12377,12372,11817,10921,,,,,,
9549,8988,8598,8260,8119,8012,8051,8185,8285,8517,8886,9105,9276,9392,9316,9277,9233,9259,9330,9540,9722,10029,9955,9665,,,,,,
11998,11779,11388,10755,10198,9913,9694,9612,9693,10055,10824,12013,12536,12660,12627,12677,12664,12546,12450,12430,12465,13140,13568,13481,,,,,,
8478,9113,10078,10720,11172,11561,11983,12400,12797,13247,13568,13850,13976,13801,13309,13353,13066,12341,11305,10357,9665,9194,8868,8695,,,,,,
16229,15941,15232,14489,14307,13670,12724,11690,10835,10197,9738,9760,9573,9697,9765,10227,11202,12146,13000,13743,14374,14814,15242,15585,,,,,,
12211,11444,10871,10479,10340,10478,11216,12095,13079,13913,14800,15724,16140,16319,15908,16202,16750,17313,17064,16384,15938,15778,15017,13930,,,,,,
10340,10478,11216,12095,13079,13913,14800,15724,16140,16319,15908,16202,16750,17313,17064,16384,15938,15778,15017,13930,12788,11767,11236,10930,,,,,,
11578,11474,11460,12157,12798,12710,12567,12308,11800,11013,10256,9694,9389,9229,9220,9502,10205,11264,11732,11784,11745,11659,11506,11354,,,,,,
16301,16907,17309,17398,17083,16339,15726,15213,14226,13116,12217,11550,11103,10771,10603,10529,10570,11119,12010,13197,13923,14534,15078,15504,,,,,,
14942,15328,15433,15235,14731,14473,14535,13990,12969,11878,11038,10419,10056,9789,9909,10486,11253,12275,13299,14164,15038,15687,16249,16784,,,,,,
8804,8641,8621,8843,9542,10617,11035,11271,11353,11337,11314,11275,11321,11253,11350,11887,12054,11847,11642,11418,10888,10184,9541,9112,,,,,,
12403,12428,12312,11994,12056,12137,11771,11203,10392,9636,9044,8715,8491,8421,8561,9176,10251,10900,11236,11333,11691,11753,11775,11817,,,,,,
8736,8881,9118,9196,9491,9795,9954,10061,10140,10097,10042,10060,10551,10888,10843,10729,10544,10162,9654,9221,8975,8870,8819,8991,,,,,,
9453,9028,8797,8686,8828,9427,10310,11081,11770,12352,12813,13013,12996,13033,12921,12659,12522,12608,12371,12377,12372,11817,10921,10053,,,,,,
8178,8135,8323,8883,9651,10223,10511,10629,10710,10766,10784,10792,10735,10642,10538,10483,10373,10556,10692,10225,9592,8957,8509,8263,,,,,,
12950,13642,14222,14643,14986,15298,15498,15581,15559,15298,14671,13760,13232,12783,11929,11086,10320,9789,9401,9103,8899,8929,9110,9808,,,,,,
10038,9188,8668,8326,8112,8034,8193,8784,9747,10225,10625,11035,11357,11520,11642,11857,11986,12042,12026,11767,11532,11661,11307,10685,,,,,,
8057,8444,9170,10089,10751,11184,11562,11801,11954,12212,12342,12451,12539,12498,12228,11875,11624,11449,10677,9796,9164,8751,8492,8356,,,,,,
10357,10234,10054,9879,9782,9784,10089,10268,10128,9947,9665,9242,8576,8198,7889,7636,7598,7642,7805,8130,8300,8658,8920,9067,,,,,,
11985,12277,12657,12790,12780,12651,12477,12471,12660,12391,11699,10804,9966,9374,8985,8761,8676,8844,9553,10738,11287,11767,12123,12531,,,,,,
11668,11674,11152,10388,9543,9011,8620,8322,8193,8309,8813,9543,10119,10604,10877,11169,11304,11427,11554,11578,11503,11404,11187,10775,,,,,,
12190,11810,11623,11374,10559,9682,9017,8569,8332,8181,8284,8634,9545,10551,11245,11759,12243,12613,12928,13294,13586,13794,13810,13506,,,,,,
10525,10811,11049,11205,11327,11445,11398,11290,11280,11183,10927,10990,11249,10839,10043,9273,8746,8405,8218,8133,8306,8937,9726,10519,,,,,,
11945,11840,11721,11611,11463,11536,12096,12445,12207,11968,11706,11290,10612,9998,9513,9187,8968,8891,8936,9081,9274,9240,9344,9388,,,,,,
9640,9419,9127,8674,8210,7939,7727,7629,7624,7910,8582,9695,10554,10737,10864,10999,11071,11015,11010,10870,10705,10705,10847,11108,,,,,,
11268,11741,11974,12008,12071,11980,11919,11936,11896,11976,12439,12634,12389,12133,11808,11360,10643,9993,9584,9307,9223,9244,9527,10256,,,,,,
11161,10998,10895,10828,10828,10651,10750,10971,10578,9908,9281,8843,8632,8497,8488,8761,9456,10241,10758,10902,10903,10900,10886,10795,,,,,,
12435,12330,11714,11071,10257,9516,8907,8563,8357,8296,8400,9036,10090,10632,10958,11185,11355,11429,11419,11415,11287,11148,11102,11250,,,,,,
11741,12159,12585,12794,12930,13044,13006,12906,12697,12248,11666,11668,11674,11152,10388,9543,9011,8620,8322,8193,8309,8813,9543,10119,,,,,,
10912,10762,10542,10354,10257,10259,10026,9362,8789,8289,7986,7730,7637,7653,7669,7789,8208,8740,9156,9466,9611,9726,9825,9907,,,,,,
18213,17386,16994,16131,15005,13706,12406,11476,10843,10394,10169,10241,10911,12025,12651,13452,14383,15564,16745,17736,18358,18608,18734,18647,,,,,,
11108,10965,10638,10148,9532,8943,8540,8299,8090,8087,8287,8944,10093,10907,11139,11265,11401,11426,11376,11406,11277,11184,11221,11469,,,,,,
7820,7919,8115,8680,9115,9406,9559,9674,9708,9639,9712,9753,9713,9639,9887,9862,9581,9149,8573,8179,7796,7591,7467,7443,,,,,,
7501,7421,7567,7716,7778,8121,8614,9013,9420,9705,9919,10118,10342,10417,10363,10435,10529,10249,9787,9252,8643,8265,8020,7818,,,,,,
8295,8688,9127,9555,9892,10044,10217,10283,10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,,,,,,
10387,10799,11207,11569,11829,12064,12324,12403,12428,12312,11994,12056,12137,11771,11203,10392,9636,9044,8715,8491,8421,8561,9176,10251,,,,,,
9794,10021,9995,9982,9886,9749,9584,9436,9512,10153,10718,10646,10578,10440,10210,9814,9285,8917,8636,8530,8457,8542,8728,9010,,,,,,
11111,11094,11067,11049,11058,10983,10852,10781,10923,11360,11252,10998,10524,9829,9182,8740,8492,8375,8340,8583,9265,10390,11117,11325,,,,,,
9948,9910,9964,10230,10542,10444,10253,9977,9556,9119,8748,8520,8346,8304,8296,8462,8740,8881,8970,9118,9152,9158,9127,9036,,,,,,
8748,8801,8890,8854,8808,8781,8830,8930,9006,9042,9346,9179,8754,8291,7924,7761,7680,7712,7947,8471,9377,10123,10443,10679,,,,,,
11133,11243,11264,11280,11246,11262,11291,11212,11137,11182,11386,11439,11256,10990,10513,9858,9250,8832,8589,8462,8438,8698,9393,10432,,,,,,
8129,8284,8513,8710,8819,8846,8831,8767,8759,8788,8995,9524,9600,9422,9100,8631,8168,7850,7658,7581,7596,7809,8557,9674,,,,,,
8513,8710,8819,8846,8831,8767,8759,8788,8995,9524,9600,9422,9100,8631,8168,7850,7658,7581,7596,7809,8557,9674,10229,10424,,,,,,
8913,9185,9370,9453,9444,9387,9226,9119,9211,9765,10334,10377,10279,10190,9960,9594,9130,8832,8631,8510,8478,8576,8738,9045,,,,,,
10828,10782,10917,11169,11621,11832,12099,12146,12280,12261,12179,12059,11974,12154,12878,13673,13686,13632,13423,13191,12684,12132,11711,11405,,,,,,
13990,12969,11878,11038,10419,10056,9789,9909,10486,11253,12275,13299,14164,15038,15687,16249,16784,16993,16984,16777,16252,15236,14498,14272,,,,,,
9542,10617,11035,11271,11353,11337,11314,11275,11321,11253,11350,11887,12054,11847,11642,11418,10888,10184,9541,9112,8905,8805,8812,9100,,,,,,
13958,14388,14946,15395,15720,15797,15455,14857,14286,13958,13479,12459,11421,10659,10059,9703,9475,9620,10114,10855,11827,12692,13603,14591,,,,,,
11462,10781,10210,9863,9562,9453,9580,9867,10281,10562,10764,10765,10718,10507,10343,10070,9937,9983,10734,11433,11431,11369,11192,10970,,,,,,
10711,10644,10648,10614,10817,10863,10346,9587,8898,8501,8240,8086,8070,8273,8880,9670,10352,10630,10751,10848,10870,10854,10878,10797,,,,,,
10653,10856,10972,10980,11025,10832,10711,10644,10648,10614,10817,10863,10346,9587,8898,8501,8240,8086,8070,8273,8880,9670,10352,10630,,,,,,
10856,10972,10980,11025,10832,10711,10644,10648,10614,10817,10863,10346,9587,8898,8501,8240,8086,8070,8273,8880,9670,10352,10630,10751,,,,,,
8985,8885,8852,8922,9110,9407,9463,9685,9800,9911,9904,9902,9847,9845,9969,10614,11191,11286,11262,11050,10783,10297,9858,9527,,,,,,
13437,13862,13767,13572,13294,12917,12340,11644,11233,10947,10828,10782,10917,11169,11621,11832,12099,12146,12280,12261,12179,12059,11974,12154,,,,,,
16202,16750,17313,17064,16384,15938,15778,15017,13930,12788,11767,11236,10930,10746,10899,11465,12308,12881,13386,13734,14114,14356,14789,15312,,,,,,
9055,8528,8083,7730,7468,7314,7263,7351,7402,7520,7934,8390,8669,8896,9033,9128,9270,9363,9470,9481,9439,9799,9847,9464,,,,,,
11277,11184,11221,11469,11613,11461,11134,10596,9911,9290,8858,8602,8474,8467,8683,9431,10564,11173,11214,11175,11091,11057,10944,10906,,,,,,
11018,10353,9751,9377,9184,9074,9097,9419,10161,11116,11448,11462,11426,11447,11344,11252,11204,11073,11034,11432,12035,11923,11777,11540,,,,,,
10408,10580,10723,11472,12017,12048,11998,11779,11388,10755,10198,9913,9694,9612,9693,10055,10824,12013,12536,12660,12627,12677,12664,12546,,,,,,
10792,10735,10642,10538,10483,10373,10556,10692,10225,9592,8957,8509,8263,8114,8061,8283,8948,9689,10273,10473,10575,10640,10662,10608,,,,,,
8061,8196,8399,8752,9047,9202,9289,9308,9195,9048,8895,8805,8753,8709,8715,8762,9193,9099,8739,8314,7998,7793,7663,7606,,,,,,
9422,9100,8631,8168,7850,7658,7581,7596,7809,8557,9674,10229,10424,10531,10623,10704,10758,10824,10780,10679,10576,10524,10868,10960,,,,,,
8698,9393,10432,11122,11213,11300,11342,11274,11150,10982,10845,10714,10681,10985,11259,11177,10982,10575,10043,9441,9024,8699,8555,8465,,,,,,
12210,12504,12271,12032,11779,11457,10860,10222,9755,9402,9193,9112,9222,9515,9934,10247,10369,10443,10463,10452,10395,10294,10190,10329,,,,,,
11642,11630,11541,11389,11038,10826,10932,10718,9991,9224,8676,8315,8068,7979,8117,8500,9342,10172,10728,11065,11344,11485,11587,11726,,,,,,
7949,8091,8615,9404,10362,11197,11990,12641,13319,13861,14219,14631,14716,14550,14257,14220,14133,13452,12523,11705,11136,10782,10660,10790,,,,,,
11842,11800,11711,11471,11024,10749,10712,10613,9909,9153,8616,8264,8052,7931,8057,8444,9170,10089,10751,11184,11562,11801,11954,12212,,,,,,
10419,10056,9789,9909,10486,11253,12275,13299,14164,15038,15687,16249,16784,16993,16984,16777,16252,15236,14498,14272,13553,12514,11418,10626,,,,,,
9778,10884,11578,11596,11665,11653,11659,11559,11554,11494,11504,11644,11912,11964,11791,11447,10929,10166,9519,9062,8704,8492,8485,8655,,,,,,
10705,10705,10847,11108,10965,10638,10148,9532,8943,8540,8299,8090,8087,8287,8944,10093,10907,11139,11265,11401,11426,11376,11406,11277,,,,,,
10956,10338,9695,9138,8738,8444,8247,8164,8180,8175,8405,8879,9396,9893,10407,10635,10799,10890,11188,11434,11542,11359,11077,11202,,,,,,
12836,13402,14194,14705,15056,15662,16147,15987,15924,16101,15862,15439,15028,14764,13570,12362,11437,10800,10394,10172,10296,10739,11712,12885,,,,,,
11562,11801,11954,12212,12342,12451,12539,12498,12228,11875,11624,11449,10677,9796,9164,8751,8492,8356,8526,8867,9679,10516,11056,11366,,,,,,
12096,12445,12207,11968,11706,11290,10612,9998,9513,9187,8968,8891,8936,9081,9274,9240,9344,9388,9467,9470,9357,9151,8953,8901,,,,,,
10765,10718,10507,10343,10070,9937,9983,10734,11433,11431,11369,11192,10970,10500,9964,9528,9198,9002,8914,8948,9094,9385,9559,9815,,,,,,
10838,10301,9557,8866,8381,8091,7888,7836,8008,8575,9433,10007,10350,10612,10875,11040,11086,11178,11077,10913,10805,10649,10488,10741,,,,,,
11367,11007,10711,10905,10838,10301,9557,8866,8381,8091,7888,7836,8008,8575,9433,10007,10350,10612,10875,11040,11086,11178,11077,10913,,,,,,
9505,8898,8479,8221,8103,8204,8570,9452,10422,11132,11726,12219,12626,12898,13227,13490,13690,13843,13784,13433,12911,12486,12177,11316,,,,,,
8387,8035,7941,7908,7977,8259,8503,8889,9288,9527,9638,9783,9804,9769,9769,9792,9924,10040,10186,10300,10387,10096,9549,8988,,,,,,
10153,10064,9917,9859,10126,10400,10122,9543,8940,8474,8157,7980,7943,8004,8288,8475,8816,9098,9249,9296,9252,9150,9019,8880,,,,,,
13060,12776,12292,11748,11465,11186,10353,9510,8917,8495,8258,8139,8254,8582,9463,10371,10956,11327,11659,11868,12023,12214,12321,12330,,,,,,
10734,11433,11431,11369,11192,10970,10500,9964,9528,9198,9002,8914,8948,9094,9385,9559,9815,10005,10202,10148,10080,9943,9960,10130,,,,,,
11119,11362,11340,11217,11080,10916,10706,10753,11116,11415,11257,11063,10797,10495,9971,9524,9150,8934,8740,8725,8736,8881,9118,9196,,,,,,
13045,13647,14193,14535,14623,14886,14981,14983,15057,14722,14196,13788,13812,13386,12381,11320,10274,9664,9347,9269,9432,9921,10968,12122,,,,,,
15720,15797,15455,14857,14286,13958,13479,12459,11421,10659,10059,9703,9475,9620,10114,10855,11827,12692,13603,14591,15550,16527,17377,17628,,,,,,
8868,8695,8821,9412,10375,11057,11742,12436,13200,13890,14479,15074,15479,15796,15944,15644,14958,14707,14148,13499,12544,11474,10678,10002,,,,,,
